ClusterID,DetectionDate-first,DetectionDate-last,Duration,avgLatitude,avgLongitude,totalArea_km2,maxBrightness,maxBright_t31,maxFRP,avgConfidence
1086,2013-02-06,2013-02-06,1,62.4951,-141.46155,0.591072186712038,338.5,297.8,128,90.5
1087,2013-31-05,2013-31-05,1,61.234,-158.9672,0.25,328.6,283.8,53,100
1088,2013-31-05,2013-31-05,1,61.23295,-158.99865,1.37202355528268,342.8,285.1,90.3,100
1089,2013-09-06,2013-27-06,19,55.42405,-161.899125,10.8505879446084,403.1,291.1,739,99
1090,2013-14-06,2013-28-06,15,62.442255075594,-156.941203887689,477.516324074228,500,347.4,3561.9,98.5766738660907
1091,2013-14-06,2013-16-07,33,56.1952109589041,-159.39095890411,4.09288931818088,412.3,301.2,510.4,99.0547945205479
1092,2013-15-06,2013-26-06,12,61.5170977099237,-155.489097328244,723.401603257424,466.5,320.6,3518.1,97.8931297709924
1093,2013-17-06,2013-27-06,11,62.4219803921569,-141.560625490196,135.644845305807,500,343.9,2751.1,97.3202614379085
1094,2013-19-06,2013-26-06,8,60.13425,-155.507442857143,17.1209587133368,390.9,306.5,233.3,94.5
1095,2013-19-06,2013-19-06,1,60.0583,-155.5737,0.25,344.8,286.3,55.5,100
1096,2013-20-06,2013-20-06,1,69.0527,-156.1483,0.25,345.8,299.2,50.3,94
1097,2013-20-06,2013-26-06,7,64.1299111111111,-160.2719,10.551042334534,350.3,297.1,99.7,94.6666666666667
1098,2013-20-06,2013-26-06,7,63.752609375,-159.758509375,49.8617797567827,367.8,300.9,211.2,96.09375
1099,2013-20-06,2013-20-06,1,69.0791,-156.3673,0.25,341.8,297.8,45.4,92
1100,2013-21-06,2013-30-06,10,66.8020711711712,-150.996836036036,214.86352436218,437.6,315.7,1637.9,96.6846846846847
1101,2013-21-06,2013-21-06,1,67.38425,-145.6374,0.324551705805733,431.2,307.5,577,96
1102,2013-21-06,2013-26-06,6,67.2197777777778,-151.770822222222,3.73430554752275,389.8,305.6,358.8,95.3333333333333
1103,2013-21-06,2013-21-06,1,61.0409,-154.2435,0.25,344.2,285.8,52.3,100
1104,2013-22-06,2013-26-06,5,64.2422766666667,-154.399513333333,155.192416758138,466.9,327.6,971.5,97.1
1105,2013-23-06,2013-14-07,22,63.72928,-151.13538,1.62030110668222,352,306.2,181.5,94.2
1106,2013-24-06,2013-30-06,7,66.0584769230769,-150.708361538462,18.3582181733688,373.1,303.1,195.6,95.6153846153846
1107,2013-24-06,2013-26-06,3,66.7289162162162,-153.685283783784,55.0786241367123,411,311.7,492.3,96.5675675675676
1108,2013-24-06,2013-06-07,13,63.8511445652174,-143.80365,36.562800106482,500,352.7,3315.9,97.3260869565217
1109,2013-24-06,2013-26-06,3,64.6149975,-154.25643125,51.3701514103145,422.6,318.5,1623.6,96.8375
1110,2013-24-06,2013-24-06,1,65.5972,-159.5924,0.25,369.9,300.4,174.8,100
1111,2013-24-06,2013-26-06,3,61.81542,-155.61942,2.93879209647571,351.9,301.8,292.7,95.4
1112,2013-24-06,2013-14-07,21,63.8941642857143,-151.352576190476,104.869448137353,438.9,309.4,1213.7,97.8809523809524
1113,2013-25-06,2013-30-06,6,64.0103596899225,-152.039160465116,187.970064421007,439.3,324.8,789.5,97.7906976744186
1114,2013-25-06,2013-28-06,4,63.3807428571429,-141.543957142857,21.2804417395073,392.3,306.4,444.3,98.9285714285714
1115,2013-25-06,2013-27-06,3,64.084775,-151.63415625,8.42717158533651,421.1,313.1,405.9,96.6875
1116,2013-25-06,2013-25-06,1,64.7311,-148.7018,0.25,341.5,303.7,46.2,90
1117,2013-26-06,2013-16-07,21,63.4310225,-143.70640125,44.7783718209232,420.1,307.5,588.8,97.725
1118,2013-26-06,2013-03-07,8,65.376890625,-141.548521875,27.7690669892477,437.4,313.1,718.8,97
1119,2013-26-06,2013-26-06,1,61.0816,-154.31975,0.103005286949335,353.7,301.3,96.8,97
1120,2013-26-06,2013-03-07,8,67.0379210526316,-147.305268421053,28.9627804850652,423.3,318.2,479.7,96.4035087719298
1121,2013-27-06,2013-28-06,2,63.4406,-157.7961,3.83257777120957,348.8,299.3,235.2,92.2857142857143
1122,2013-27-06,2013-30-06,4,63.9928666666667,-150.565277777778,7.92899198557643,436.4,308.1,544.8,98.2222222222222
1123,2013-27-06,2013-06-07,10,63.3035444444444,-142.394055555556,13.7043329989492,373.1,305.9,243,97.4444444444444
1124,2013-28-06,2013-28-06,1,64.29631,-153.02089,3.34809392926218,409.2,308.8,975.9,97.7
1125,2013-28-06,2013-28-06,1,67.85802,-143.53446,0.732088993202296,406.7,308.1,298.3,98
1126,2013-28-06,2013-28-06,1,63.4387,-157.4702,0.25,339.3,278.6,45.2,91
1127,2013-28-06,2013-28-06,1,65.7733,-150.8236,0.25,347.6,299.2,112,95
1128,2013-28-06,2013-28-06,1,65.7764333333333,-155.191133333333,0.524958368910916,333.8,287.9,41.1,100
1129,2013-28-06,2013-05-07,8,63.778725,-141.724113888889,21.7122855182653,470.3,331.4,1856.9,97.3611111111111
1130,2013-29-06,2013-30-06,2,63.5875066666667,-151.332753333333,11.6667035256187,372.7,298.5,237.4,98.8
1131,2013-29-06,2013-01-07,3,67.2052828571429,-141.946451428571,81.2948235588506,484.2,339,2369,97.0571428571429
1132,2013-30-06,2013-14-07,15,64.7555208,-146.7228524,277.378520182403,503,400.1,3182.4,98.604
1133,2013-30-06,2013-14-07,15,62.7035625,-145.16095,6.38461653896047,401.5,303.2,613,95
1134,2013-04-07,2013-04-07,1,67.22865,-145.26205,1.17586611499167,350,297.2,94.6,93
1135,2013-04-07,2013-04-07,1,65.966,-145.6913,0.25,314.7,284.6,18.6,90
1136,2013-06-07,2013-06-07,1,65.391,-144.2996,14.3524905078155,364.2,290.9,229.7,94
1137,2013-13-07,2013-14-07,2,65.4399666666667,-154.119266666667,2.95950190885969,348.5,298.1,55.1,96.3333333333333
1138,2013-15-07,2013-15-07,1,67.9925,-144.119166666667,0.124836413649518,353.3,295.5,82.6,94
1139,2013-15-07,2013-15-07,1,60.305,-153.9713,0.25,342.1,267.2,0,100
1140,2013-19-07,2013-20-08,33,56.1943039473684,-159.390173684211,4.56223045232309,443.7,301.2,682.9,99.0789473684211
1141,2013-28-07,2013-09-08,13,66.0887016949153,-150.645323728814,39.7765178095665,424.7,317.8,602.7,97.3559322033898
1142,2013-29-07,2013-31-07,3,60.9855666666667,-154.9626,1.07576411572836,347.9,293.7,200.7,98.3333333333333
1143,2013-29-07,2013-07-08,10,63.9834666666667,-151.3365,0.287123888606402,361.6,299.7,114.4,97.6666666666667
1144,2013-30-07,2013-31-07,2,59.9940083333333,-157.578608333333,3.0506853645536,376.8,306.6,249.8,97.5833333333333
1145,2013-31-07,2013-31-07,1,61.54315,-155.08675,0.540196059694722,401.3,301.4,270.3,96
1146,2013-31-07,2013-31-07,1,64.5623,-154.0493,0.25,349.2,287.7,426,90
1147,2013-31-07,2013-13-08,14,65.9859010416667,-145.761780208333,61.9801995993894,424.4,317.1,436.2,97.71875
1148,2013-31-07,2013-08-08,9,63.4432533333333,-152.0588,15.2064661767188,404,302.1,944,96.2666666666667
1149,2013-31-07,2013-31-07,1,61.6447333333333,-155.351833333333,0.0045762130371827,383.3,301,314.3,99.6666666666667
1150,2013-01-08,2013-03-08,3,64.06365,-150.39315,2.46484296458721,389.2,304.6,268.3,93.5
1151,2013-01-08,2013-01-08,1,61.2853,-155.2577,0.25,382.6,287.7,216.3,100
