,LC_Type1,LC_Type2,LC_Type3,LC_Type4,LC_Type5,avgLongitude,avgLatitude,Elevation,Slope,Aspect,NDVI,EVI,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b07,Clear_day_cov,Clear_night_cov,Albedo_BSA_nir,Albedo_BSA_shortwave,Albedo_WSA_nir,Albedo_WSA_shortwave,prcp,srad,dayl,tmax,tmin,LST_Day_1km,LST_Night_1km,Y,M,D,W,H,S,v_component_of_wind_10m,u_component_of_wind_10m,surface_pressure,runoff_sum,total_evaporation_sum,snowfall_sum,snowmelt_sum,snow_depth,snow_density,snow_cover,dewpoint_temperature_2m,temperature_2m,totalArea_km2
2044,5,5,7,1,1,-153.9344,62.81315,203,0.588528087,301.7472929,8028,4165,258,2359,173,446,1730,2000,182,108,191,113,0.0,374.480010986328,70060.203125,26.5100002288818,8.57999992370605,14695,14593,2022,7,2,1,0,1,1.15263251463572,-0.0442466735839844,98205.6879882812,0.0010482370853424,-0.0030469968914985,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,280.555107752482,293.004056294759,2.00507469582636
438,7,7,2,1,5,-142.07385,64.86585,935,0.04969194,31.18824291,4046,1260,470,1109,168,729,2071,2000,230,152,236,156,0.0,278.290008544922,57930.328125,24.6599998474121,8.4399995803833,14856,14187,2004,8,15,1,0,1,-0.359207948048909,-0.428061803181966,93266.3468424479,0.000331774353981,-0.0015836246311664,0.0,0.0,-7.345364722995101e-24,100.029607137044,0.0,283.674388249715,287.302392323812,0.013299041670229
1933,9,9,4,1,1,-145.22795,64.8824125,734,0.400005572,334.3824444,7758,4100,308,2440,172,773,1374,1500,179,110,180,112,0.0,261.059997558594,66929.0390625,17.6900005340576,6.44000005722046,14452,13936,2021,7,25,1,0,1,0.90362278620402,2.62743822733561,92234.5385742188,0.000562846660614,-0.0021851751953363,0.0,0.0,-7.345364722995101e-24,100.041976928711,0.0,280.697814305623,284.931652704875,1.96131887697675
111,7,7,2,4,5,-152.669445454545,67.6946818181818,556,0.252395584,125.2923598,4102,1654,629,1504,274,1502,3257,1961,249,152,250,153,4.28999996185303,171.970001220703,70944.359375,12.960000038147,3.4300000667572,14499,14065,2002,7,27,1,0,1,-1.13858600457509,-0.644207000732422,91038.9189453125,0.0002399384975433,-0.0019713686779141,0.0,8.41915607452393e-07,-7.27919033709973e-24,152.718734741211,0.0079752604166666,276.028137842814,280.055131276449,2.16289654948218
196,9,9,4,1,1,-147.427355555556,66.9134555555556,245,0.138743832,148.8747124,3630,1371,551,1179,405,269,2000,1823,118,79,125,84,0.0,288.820007324219,86400.0,26.3099994659424,11.4300003051758,15019,14524,2003,6,24,0,0,1,0.0030864477157592,-0.249050776163737,97632.4759114583,9.32663679122925e-05,-0.003136221319437,0.0,0.0,-7.27919033709973e-24,100.012029012044,0.0,281.308136622111,292.445010503133,4.48766384279543
56,9,9,4,1,1,-155.185,62.8671,136,0.042854739,164.1324342,6299,2321,341,1502,139,670,4000,1992,146,93,158,99,1.69000005722046,280.179992675781,70922.140625,18.1599998474121,7.57000017166138,14511,14083,2002,6,24,0,0,1,-0.78002921740214,-0.0024560292561849,98449.1110026042,0.0007243156433105,-0.0028204508125782,0.0,0.0,-7.27919033709973e-24,100.031234741211,0.0,283.070659001668,286.047492345174,0.25
1285,8,8,4,1,1,-144.16258,63.4334,567,0.985520459,86.61325342,1919,894,1330,1962,304,632,2000,2000,162,120,183,131,0.0,375.040008544922,71701.828125,22.3099994659424,1.12999999523163,14252,14043,2015,6,14,1,0,0,-0.921717723210653,0.314560214678446,90014.5065104167,0.000892162322998,-0.0034854877740144,0.0,0.0003039017319679,0.0016682942708333,163.939437866211,1.51505533854167,272.841554641724,282.42377281189,2.06397578389669
1573,7,7,2,4,5,-152.5789,67.1681,581,0.252395584,125.2923598,7273,4131,383,2426,315,877,518,1343,195,128,195,131,5.38000011444092,192.630004882812,73670.7578125,14.4799995422363,4.86999988555908,14836,15364,2016,7,19,0,0,1,-0.626204053560893,1.94834009806315,93447.1070963542,0.0009356290102005,-0.0030400063842535,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,276.878576278687,285.26961072286,0.25
1351,8,8,4,1,1,-156.6458,64.32305,283,0.185646736,276.8545014,7046,2941,311,1795,140,515,160,1954,150,93,158,97,0.0,373.359985351562,73932.2578125,25.9599990844727,9.47999954223633,14910,14393,2015,6,17,0,0,0,-1.97969476381938,0.572463353474935,99913.6162109375,0.0004798769950866,-0.0037190001457929,0.0,0.0,-7.345364722995101e-24,100.070297241211,0.0,278.571833292643,290.326412836711,1.22059498172314
324,9,9,4,1,1,-143.989906666667,65.5327866666667,207,0.278516325,314.8189169,5103,1133,248,765,113,755,372,2109,207,130,218,137,6.26999998092651,136.080001831055,75209.7421875,19.3500003814697,10.710000038147,14716,14488,2004,7,5,0,1,1,0.651340047518412,0.998690287272135,96458.6315104167,0.0001875311136245,-0.002217149361968,0.0,3.7252902984619103e-09,-7.27919033709973e-24,100.042302449544,0.0,284.656137466431,292.359481811523,20.3109432740121
1959,7,7,2,4,5,-158.111448031496,59.172225984252,88,0.159725456,141.4716996,5675,3350,741,2686,349,1087,2000,2000,249,161,277,177,0.0,389.420013427734,63504.76171875,20.6900005340576,7.78000020980835,15258,13900,2022,5,31,0,0,0,-0.500720659891764,-3.23789723714193,100675.779459635,0.0025044679641723,-0.0027223750948905,0.0,0.0,-7.345364722995101e-24,100.014958699544,0.0,277.965317408244,287.822406768799,91.8169916930151
1956,9,9,4,1,1,-156.16632,60.9651266666667,302,0.039431168,79.07750769,7087,3790,430,2523,173,732,2000,2000,156,99,166,106,0.0,408.260009765625,65280.55859375,21.8999996185303,6.03999996185303,14440,14194,2022,5,30,0,1,0,1.05943806966146,-0.319988886515299,99048.8888346354,0.0040708184242248,-0.0034770723432302,0.0,7.07805156707764e-08,-7.345364722995101e-24,347.323877970378,0.0,279.822525024414,288.803002675374,5.97282014826374
1487,1,1,7,1,1,-154.8742,66.0446,269,0.233965784,191.145923,6337,1239,165,736,28,597,2000,1992,113,89,117,90,4.8600001335144,188.309997558594,73182.453125,20.2600002288818,9.53999996185303,14735,14178,2015,7,15,0,0,1,0.753403623898824,-0.0620841979980469,96816.4866536458,0.0003107190132141,-0.0024640690535306,0.0,0.0,-7.345364722995101e-24,100.031234741211,0.0,284.627354303996,290.092561721802,0.25
727,9,9,4,1,1,-144.176248571429,66.1212057142857,168,0.109927124,233.6329598,6052,3314,596,2424,295,905,2000,1939,185,122,198,129,0.0,333.559997558594,79975.9765625,27.25,8.97999954223633,15157,14360,2008,6,26,0,0,1,0.792438507080078,0.121676127115885,98221.103515625,7.5995922088623e-06,-0.0020543597638607,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,278.79184405009,293.018355051676,114.876085527386
1318,8,8,4,1,1,-155.372611764706,64.5843411764706,115,0.090133156,68.36250382,7268,3289,316,1998,148,636,2000,2000,156,96,163,101,0.0,371.920013427734,74473.7890625,27.0499992370605,8.72000026702881,14955,14433,2015,6,15,0,0,0,-1.03771022955577,1.36194189389547,100303.421386719,0.0003266781568527,-0.0041819382458925,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,281.549892425537,291.592841466268,11.1517665635156
1204,8,8,4,1,1,-150.9711,60.4237,122,0.655684095,271.1932281,5820,2310,406,1537,231,651,2000,2303,120,81,129,85,0.0,390.570007324219,60297.30078125,18.0100002288818,0.680000007152557,14334,13771,2014,5,13,0,0,0,0.973058819770813,1.20265070597331,100615.788736979,0.0015186816453933,-0.0027004349976778,0.0,3.46451997756958e-07,-7.345364722995101e-24,444.804672241211,0.0,278.809207280477,283.017690658569,0.25
744,8,8,4,1,1,-145.6458,63.9893,387,0.158940842,110.9915781,3649,1687,863,1855,311,1205,723,2000,145,105,147,106,0.0,360.579986572266,55499.03125,10.1899995803833,-6.25,13715,13440,2009,4,22,0,0,0,0.442692478497823,0.397747039794922,97198.7810872396,0.0002977848052978,-0.0006557330489158,0.0,5.47245144844055e-06,0.408528645833333,332.719711303711,100.0,265.852303187052,272.462237040202,0.25
543,8,8,4,1,1,-151.65892,64.5535647058824,185,0.018956009,153.7696333,7254,3395,330,2074,162,599,2964,3989,174,105,188,113,0.0,346.040008544922,67928.6015625,22.7199993133545,5.48999977111816,14853,14310,2005,7,21,0,0,1,-1.64476259549459,-2.71695820490519,99779.8637695312,0.0003003627061843,-0.0040033087134361,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,273.633557637533,286.714431762695,81.3511203510516
1053,8,8,4,1,1,-147.3022,64.5915,166,0.267640389,346.948073,6029,1881,295,1191,141,803,2000,3544,190,118,193,120,0.0,309.269989013672,57720.7109375,25.7199993133545,9.48999977111816,14655,14132,2012,8,15,0,0,1,1.05928778648376,0.250178654988607,99067.5804036458,3.26633453369141e-05,-0.0018115006387233,0.0,0.0,-7.345364722995101e-24,100.007471720378,0.0,282.120922724406,292.316100438436,6.45165179199244
70,9,9,4,1,1,-156.5261,62.4671,395,0.100215949,97.68241851,7212,2978,279,1723,170,657,701,1983,179,110,184,112,0.0,331.839996337891,67785.0625,21.5900001525879,9.06999969482422,14757,14119,2002,7,11,0,0,1,-0.770896116892497,0.986474990844727,98129.1123046875,0.0012761652469635,-0.0022280532866716,0.0,0.0,-7.27919033709973e-24,100.042302449544,0.0,281.982964833577,287.052775065104,0.25
29,9,9,4,1,1,-156.437866666667,63.8139,61,0.194013138,269.5434873,6345,3396,555,2482,217,749,3802,3681,170,110,179,116,0.0,276.980010986328,71644.75,19.3299999237061,6.96999979019165,14683,13938,2002,6,9,1,0,0,1.31502771377563,-1.73527272542318,99696.7010091146,0.000711053609848,-0.0027104755863547,0.0,0.0,-7.27919033709973e-24,99.9999847412109,0.0,275.206721623739,286.494831085205,7.24558178220832
1326,8,8,4,1,1,-158.04155,63.8410178571428,68,0.02423099,220.0448495,7363,3571,327,2154,177,743,2000,2000,176,108,183,112,0.0,384.420013427734,72758.7734375,25.4699993133545,7.69999980926514,14887,14315,2015,6,16,0,0,0,-2.16506433486938,0.865040461222331,101493.288574219,0.0008913576602935,-0.0031361281871795,0.0,0.0,-7.345364722995101e-24,100.041976928711,0.0,280.190827687581,289.972688674927,17.8590799226995
210,9,9,4,1,1,-147.03545,66.897825,203,0.138743832,148.8747124,6076,2659,429,1758,245,766,2000,1495,156,102,161,105,0.0,302.25,86400.0,27.5599994659424,10.3299999237061,15214,14349,2003,6,29,1,0,1,-0.0700720945994059,-0.88645871480306,98734.1095377604,4.4405460357666e-05,-0.0027372660115361,0.0,0.0,-7.27919033709973e-24,100.006495157878,0.0,281.54559580485,293.402880350749,0.385384982556047
1361,8,8,4,1,1,-155.912816666667,63.1549166666667,356,0.362394425,261.6611345,8060,3976,238,2216,161,377,2000,2000,135,84,142,89,0.0,395.589996337891,71450.53125,28.5300006866455,9.55000019073486,15013,14395,2015,6,18,0,0,0,-1.4454174041748,0.697490692138672,97610.0076497396,0.000332087278366,-0.0037391204386949,0.0,0.0,-7.345364722995101e-24,100.010726928711,0.0,279.800752639771,292.010629653931,5.38576369872368
1463,8,8,4,1,1,-153.79505,65.93525,304,0.099193804,257.7030345,3294,636,286,567,167,700,1699,1981,149,89,153,91,0.0,313.320007324219,68993.6796875,24.8099994659424,10.3199996948242,14826,14310,2015,7,24,0,0,1,0.165138641993205,1.3912181854248,96955.4086914062,0.0002523809671401,-0.0024086292833089,0.0,0.0,-7.345364722995101e-24,100.039047241211,0.0,283.079472859701,290.981263478597,14.3628781655041
1915,8,8,4,1,1,-146.128925,65.036325,525,0.326864022,275.155241,8152,3892,221,2172,129,507,1965,1117,167,100,187,110,0.0,308.720001220703,71725.3515625,22.4300003051758,9.57999992370605,14932,14401,2021,7,13,0,0,1,1.5289519627889,0.134520848592122,95236.8707682292,0.0004917383193969,-0.0033936230465769,0.0,0.0,-7.345364722995101e-24,100.005193074544,0.0,281.322764714559,291.581094741821,0.752091833572763
1629,9,9,4,1,1,-141.0109,67.2046,423,0.11018879,208.4614407,4158,1117,387,938,124,978,3900,2000,151,97,154,98,0.0,290.470001220703,86400.0,23.7700004577637,10.0900001525879,15038,14195,2017,6,22,0,0,1,-0.271874109903971,0.279926935831706,96076.09765625,0.0001745820045471,-0.0032464452087879,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,279.809963226318,290.205736796061,0.25
1992,8,8,4,1,1,-155.214686725664,62.4983292035398,218,0.042854739,164.1324342,6912,3819,466,2553,225,817,1997,220,188,114,199,119,0.0,259.670013427734,70174.6484375,18.5300006866455,8.47000026702881,14849,14220,2022,6,18,1,0,0,1.29807170232137,1.0839106241862,97846.4418945312,0.0025003850460052,-0.0016857050359249,0.0,0.0,-7.345364722995101e-24,100.041976928711,0.0,280.169469833374,286.103829065959,292.514949204418
1303,8,8,4,1,1,-154.627127160494,65.9427259259259,252,0.145323734,240.7051535,7129,2979,296,1766,161,479,2104,1979,133,83,139,88,0.0,329.109985351562,79003.1328125,23.6700000762939,8.39999961853027,14874,14380,2015,6,15,0,0,0,0.121937394142151,1.4604119459788,100861.796386719,0.0002515316009521,-0.0038727931678295,0.0,3.7252902984619103e-09,-7.345364722995101e-24,100.041651407878,0.0,283.127773284912,290.558987299601,125.776740926452
1575,1,1,7,1,1,-143.8991,63.5226,587,0.57913552,92.60066326,4791,1642,430,1221,235,641,134,2000,110,76,120,83,0.0,306.049987792969,67232.6484375,11.8699998855591,1.60000002384186,14336,13761,2017,5,25,0,0,0,1.36025524139404,0.619756698608398,92287.4327799479,0.000144749879837,-0.001743359491229,0.0001489631831645,6.41494989395142e-05,-7.345364722995101e-24,175.473292032878,0.316080729166667,271.860109965007,279.966803868612,0.25
1681,8,8,4,1,1,-151.0495,64.7963,270,0.018956009,153.7696333,5975,2682,460,1826,247,965,3830,3158,117,75,117,76,7.88000011444092,184.410003662109,70457.6796875,18.5,9.23999977111816,14355,14273,2018,7,15,1,0,1,0.431832154591878,0.887896855672201,98367.7189127604,0.0006232857704162,-0.0024641659110784,0.0,0.0,-7.345364722995101e-24,100.041976928711,0.0,281.807092666626,287.667617162069,0.25
630,8,8,4,1,1,-148.58775,64.3981,160,0.289804194,354.6681663,4905,1212,295,863,123,789,1979,2000,155,92,168,98,0.0,317.359985351562,67389.546875,26.7600002288818,13.4300003051758,14872,14304,2006,7,22,1,0,1,2.53061111768087,1.71175193786621,99018.2644856771,5.5164098739624e-05,-0.0035382397472858,0.0,0.0,-7.345364722995101e-24,100.041976928711,0.0,281.746785481771,292.224121729533,2.74369493022017
1635,9,9,4,4,4,-156.7566,63.59845,93,0.194013138,269.5434873,5778,3532,773,2889,340,1297,2000,2000,218,143,219,142,0.0,319.829986572266,68529.4375,17.3999996185303,6.69999980926514,14751,13967,2018,5,29,0,0,0,1.19715058803558,-0.329118728637695,99239.3277994792,0.0012037307024002,-0.0020318627357482,0.0,4.84287738800049e-08,-7.345364722995101e-24,340.683904012044,0.0,278.952614466349,284.741128285726,0.651950694265436
519,1,1,7,1,1,-150.1426,60.38576,160,0.655684095,271.1932281,8291,3749,190,2034,117,636,1594,2000,177,107,189,117,0.0,345.970001220703,66050.5,22.3999996185303,9.06999969482422,14502,14298,2005,7,5,0,0,1,-0.452260454495748,0.739866892496745,95382.1754557292,0.0043871402740478,-0.0024146046489477,0.0,0.0,-7.345364722995101e-24,100.000635782878,0.0,282.526683807373,285.602354049683,1.06619447357946
1347,7,7,2,4,5,-160.6403,60.88805,31,0.289068913,277.3222334,5518,3070,743,2573,284,919,1984,3985,192,126,217,141,0.0,432.429992675781,67634.1796875,27.5799999237061,9.25,15148,14158,2015,6,17,0,0,0,-4.20491449038188,-0.415533065795898,101369.824544271,0.0004315078258514,-0.0040662251412868,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,280.038141886393,290.940589269002,0.744400051225057
128,8,8,4,1,1,-150.7227,64.487,399,0.250635495,22.31152803,8240,4290,233,2416,146,683,1974,2000,159,95,164,100,0.0,330.910003662109,64829.58984375,22.9500007629395,7.44000005722046,15000,14113,2002,7,29,0,0,1,-0.568340301513672,1.50757344563802,99157.4759114583,0.0001912117004394,-0.0027060881257057,0.0,0.0,-7.27919033709973e-24,99.9999847412109,0.0,281.016469955444,289.245906829834,0.25
903,8,8,4,1,1,-141.4766,66.31,375,0.239600271,293.9147297,6617,2755,401,1970,19,783,2000,687,148,96,152,98,2.08999991416931,219.979995727539,81239.828125,23.1100006103516,7.13000011444092,14842,15010,2010,6,15,0,0,0,1.02164141337077,-0.312070846557617,96501.4632161458,2.19345092773438e-05,-0.0028390549123287,0.0,0.0,-7.345364722995101e-24,100.016260782878,0.0,280.741762161255,289.190998713175,0.25
1315,9,9,4,1,1,-144.75783,67.2173308333333,289,0.281088874,160.1169337,6368,3103,435,1961,304,580,1978,2000,178,110,186,116,0.0,313.640014648438,86400.0,28.1800003051758,10.9399995803833,15193,14572,2015,6,15,0,0,0,-0.621002872784932,-0.15952213605245,99563.2547200521,5.05149364471436e-06,-0.0025559552013874,0.0,0.0,-7.345364722995101e-24,100.017562866211,0.0,280.604091644287,293.094062169393,34.4288391527748
2012,7,7,2,4,5,-144.266611111111,67.8879777777778,480,0.281088874,160.1169337,6043,3158,565,2291,269,1011,2000,2000,183,120,186,123,0.0,258.890014648438,86400.0,17.4799995422363,7.53999996185303,14768,14186,2022,6,24,0,0,1,-0.226558526357015,0.798096974690755,95177.189453125,0.0001103281974792,-0.0027416069060564,0.0,0.0,-7.345364722995101e-24,100.016260782878,0.0,279.985975901286,285.012297312419,10.524005596817
